mode,id,candidateMedianBatchP50Us,referenceMedianBatchP50Us,batchP50DeltasUs,candidateMeanUs,referenceMeanUs,batchMeanDeltasUs,medianBatchP50DeltaUs
summary,spending/causal/input/evidence,2.166499999930238,2.2915000004104513,"[0.1249999995707185, -0.20899999981338624, -0.41599999985919567, -0.041000000237545464]",2.288407499990323,2.3948224999950676,"[0.1341499999913745, -0.18610999999509656, -0.37940999999894587, 0.005709999983688745]",-0.12500000002546585
summary,spending/causal/input/watermarks,2.1250000004329195,2.250500000172906,"[0.16599999980826396, -0.16700000014679972, -0.3329999999550637, -0.08299999990413198]",2.241191666695765,2.3284908333243948,"[0.17533666670715292, -0.14872999997047948, -0.3067766666481472, -0.06902666660304645]",-0.12500000002546585
summary,spending/causal/arrivals,3.7289999995664402,3.8125000000945874,"[0.29100000028847717, -0.08299999990413198, -0.3749999996216502, -0.04200000057608122]",3.8649108333402182,3.866243333324443,"[0.3837433333198233, 0.027113333374776186, -0.2928799999911765, -0.12330666664032205]",-0.0625000002401066
summary,spending/causal/authority,2.2919999996702245,2.458000000387983,"[0.16700000014679972, -0.20800000038434519, -0.4170000001977314, -0.08300000081362668]",2.4407408333286185,2.5649550000033137,"[0.18069333331974724, -0.15370333330793098, -0.3763500000119775, -0.1474966666986195]",-0.14550000059898593
summary,spending/causal/release-candidates,6.562500000200089,6.666500000392261,"[0.16800000048533548, -0.20800000038434519, -0.5000000001018634, 0.0]",32.391635000002076,6.983065833325479,"[0.0041400000160745146, 93.62186666668094, -0.647120000024491, 8.655390000033853]",-0.10400000019217259
summary,spending/causal/release-port,2.561999999670661,2.7500000001055014,"[0.08299999990413198, -0.2500000009604264, -0.4580000004352769, -0.04200000057608122]",2.7588249999992818,2.9049383333184173,"[0.004236666648769951, -0.1336566666880878, -0.4425033332821236, -0.0125299999551012]",-0.1460000007682538
summary,spending/causal/released,2.124999999978172,2.291499999955704,"[0.1250000004802132, -0.20899999981338624, -0.37600000086968066, -0.08300000081362668]",2.238625000012083,2.3601825000097656,"[0.15621333332395188, -0.09321333331475512, -0.361150000038227, -0.18807999996170097]",-0.14600000031350646
summary,spending/causal/release-events,2.4370000000999426,2.5835000001279695,"[0.16599999980826396, -0.20899999981338624, -0.3750000005311449, -0.04200000057608122]",2.5432074999897245,2.7160641666887386,"[0.12620999995912502, -0.11979666670413258, -0.5704933333739366, -0.12734666667711322]",-0.12550000019473373
summary,spending/causal/release-controller,2.1460000002662127,2.33299999990777,"[0.08400000024266774, -0.249999999141437, -0.41600000076869037, -0.08299999990413198]",4.342031666662933,2.493710000005649,"[0.15547333329777754, 7.788050000002235, -0.4780066666959706, -0.0722299999749037]",-0.1664999995227845
summary,spending/causal/currentness,2.1250000004329195,2.2709999998369312,"[0.08400000115216244, -0.20799999947485048, -0.3750000005311449, -0.04199999966658652]",2.3173525000023196,2.32291916667009,"[0.09843000004972677, 0.2481699999467915, -0.30037333333893895, -0.06849333332866088]",-0.1249999995707185
summary,spending/causal/terminals,2.1874999997635314,2.2915000004104513,"[0.1249999995707185, -0.16700000014679972, -0.3749999987121555, -0.041000000237545464]",2.3649075000101525,2.358751666651339,"[0.15691666671348997, 0.14139333338789592, -0.30726333333404904, 0.03357666666791662]",-0.10400000019217259
summary,spending/causal/conservation,2.0829999998568383,2.166499999930238,"[0.20799999947485048, -0.12599999990925426, -0.29100000028847717, 0.0]",2.2285691666676635,2.2472800000014104,"[0.272059999973256, 0.0012500000169286818, -0.2770533333114147, -0.07110000001375738]",-0.06299999995462713
summary,spending/causal/coverage,2.0624999997380655,2.1874999997635314,"[0.08300000081362668, -0.20800000038434519, -0.3749999996216502, 0.0]",2.1623216666595604,2.262734999991759,"[0.11570666667770016, -0.1598600000276445, -0.393019999983153, 0.03552000000430194]",-0.10400000019217259
summary,spending/causal/quiescence,2.1250000004329195,2.291499999955704,"[0.16700000014679972, -0.20799999947485048, -0.33400000029359944, -0.08299999990413198]",2.2957008333484437,2.321879999998752,"[0.23526333339153432, -0.0998366666590299, -0.2568066666723701, 0.016663333338631965]",-0.14549999968949123
summary,spending/causal/issues,2.041999999619293,2.1665000003849855,"[0.1250000004802132, -0.16600000071775867, -0.3749999996216502, -0.041000001147040166]",2.1481116666708053,2.238540833332081,"[0.1791099999900324, -0.15851333336286194, -0.3390233332841793, -0.04328999998809467]",-0.10350000093239942
summary,spending/causal/committed-effects,2.083499999571359,2.1875000002182787,"[0.16700000014679972, -0.16700000014679972, -0.2920000006270129, -0.041000001147040166]",2.206208333335174,2.274280833334312,"[0.13681999998273836, -0.15853333333022127, -0.21684333326750993, -0.03373333338155737]",-0.10400000064691994
summary,spending/causal/causal-quiescence,2.395999999862397,2.5210000003426103,"[0.20799999947485048, -0.20800000038434519, -0.4170000001977314, -0.041000000237545464]",2.5025483333411103,2.696123333354687,"[0.1101766666367133, -0.1709566666674312, -0.6262999999853491, -0.08722000003823878]",-0.12450000031094532
summary,requestMaterialJoin,2.7084999992439407,2.9789999998683925,"[0.29099999937898247, -0.3329999999550637, -0.6250000005820766, -0.20800000038434519]",2.9335674999818666,3.103180000005826,"[0.16775999997359262, -0.14707333337658693, -0.5280966666214226, -0.17104000007141934]",-0.27050000016970444
summary,publication,1.9585000000006403,2.1044999998593994,"[0.16599999980826396, -0.2500000000509317, -0.3750000005311449, -0.04199999966658652]",2.0514691666843037,2.1713783333348147,"[0.122386666683572, -0.09386000002450609, -0.3579399999398447, -0.15022333332126436]",-0.1459999998587591
summary,spending/consumerIssues,3.9164999998320127,4.145499999594904,"[0.1250000004802132, -0.20899999981338624, -0.4579999995257822, -0.16600000071775867]",4.018931666676053,4.197736666666666,"[0.04598000004686284, -0.13915666669163299, -0.41337666666853073, -0.2086666666491505]",-0.18750000026557245
summary,spending/diagnosticSummary,2.9999999997016857,3.2084999998005514,"[0.08299999990413198, -0.29100000028847717, -0.5000000001018634, -0.1249999995707185]",3.160503333350183,3.315367499999411,"[0.17701000000367156, -0.23151666663276654, -0.5093133333017854, -0.055636666666032245]",-0.20799999992959783
