passIndex,orientation,phase,Dposition,Rposition,Dp50,Rp50,Dp95,Rp95,p50Ratio,p95Ratio,DconstructionMs,RconstructionMs,DreleaseMs,RreleaseMs,DreleaseP95,RreleaseP95,releaseP95Ratio
1,U,b2s1-warmup,7,4,0.2792705000000524,0.2834374999998772,0.3821250000000873,0.397707999999966,1.0149210174358698,1.040779849525352,29.687711000000945,30.475498999999672,9.31757999999877,9.311375000001362,0.10745799999995143,0.11016600000016297,1.0252005434701257
1,U,b2s1-measured,7,4,0.25012549999996736,0.25108300000010786,0.3104590000000371,0.3015829999999369,1.0038280783052533,0.97141007347154,77.92816599999946,77.12179200000105,26.703623000001926,26.785207000003084,0.09962500000006003,0.10316699999998491,1.035553324967857
1,V,b0s0-warmup,5,6,0.33597949999999344,0.3215835000000027,0.6762919999999895,0.662333000000018,0.9571521476757033,0.979359507431743,37.787379000000016,36.54254300000005,12.2279640000001,13.43536999999995,0.1908329999999978,0.22520900000000665,1.1801365591905448
1,V,b0s0-measured,5,6,0.3001045000000033,0.2952705000000151,0.4163340000000062,0.40604200000001356,0.9838922775233687,0.9752794631233758,95.69291599999994,93.15796000000034,31.755494999999627,32.36633500000033,0.15041700000000446,0.14854200000002038,0.9875346536629236
1,V,b0s1-warmup,5,6,0.32227100000000064,0.3348124999999982,0.6578750000000468,0.6671249999999986,1.0389160054736464,1.0140604218125802,36.445620999999676,37.87007599999981,11.852659999999787,12.539837000000375,0.1938329999999837,0.2191670000000272,1.1307001387794937
1,V,b0s1-measured,5,6,0.29493750000006,0.2941875000000209,0.4384579999999687,0.47845799999998917,0.9974570883660472,1.0912288064079645,93.86162000000007,95.95446600000042,29.396624000000088,29.73962199999943,0.13279199999999491,0.12895900000000893,0.9711353093560897
1,V,b1s0-warmup,5,6,0.28581249999996317,0.26881200000002536,0.3592080000000806,0.3568329999999378,0.94051869669822,0.9933882318875352,29.197247999999945,28.311790999999857,9.277674999999249,9.198000999999977,0.10745900000006259,0.10237499999993815,0.9526889325219714
1,V,b1s0-measured,5,6,0.26100000000008095,0.25875000000002046,0.3455420000000231,0.3554589999999962,0.9913793103445986,1.0286998396720874,82.73375600000065,80.80391800000041,27.845080999999254,27.75821499999961,0.1053749999999809,0.10449999999991633,0.9916963226565625
1,V,b1s1-warmup,5,6,0.2787079999999946,0.2738335000000234,0.4016669999999749,0.407291999999984,0.9825103692754734,1.014004137755926,29.758957000000464,29.266081000001236,9.158662999999706,9.104579999999714,0.10149999999998727,0.10829100000000835,1.066906403941103
1,V,b1s1-measured,5,6,0.27337499999998727,0.263791499999968,0.3905419999998685,0.3638750000000073,0.964943758573316,0.9317179714349028,86.59871300000043,83.7921600000002,28.698584999998275,28.324082000000885,0.11658399999998892,0.11687499999993634,1.0024960543466295
1,V,b2s0-warmup,5,6,0.2572290000000521,0.2779795000000149,0.31229199999984303,0.3498749999998836,1.0806693646515697,1.1203457020995076,26.665000999999393,28.76195699999994,9.10183600000073,9.920293999998876,0.11033299999985502,0.12283400000001166,1.1133024571086898
1,V,b2s0-measured,5,6,0.2596039999999675,0.2577294999999822,0.32095800000001873,0.32674999999994725,0.9927793870665106,1.0180459748625308,80.40857400000255,80.41574699999819,27.163868999999977,27.431203000000096,0.10437499999989086,0.10695800000007694,1.02474730539103
1,V,b2s1-warmup,5,6,0.28054150000002664,0.27502100000003793,0.3727919999998903,0.39566599999989194,0.9803219844479758,1.0613586128457917,29.50199700000121,29.340373999997382,9.248293999998396,9.249880000000303,0.10479199999986122,0.11008300000003146,1.05049049545936
1,V,b2s1-measured,5,6,0.25785399999995207,0.2563750000000482,0.31191599999988284,0.3083750000000691,0.9942641960182734,0.9886475846067049,79.64954899999907,79.43494799999962,26.388174999998228,26.810170999998718,0.09691700000007586,0.10483399999998255,1.0816884550687753
